ethnicity,first_name,last_name
Anglo,Andre,Davis
Anglo,Dwayne,Spencer
Anglo,Armando,Murphy
Anglo,Arnold,Ryan
Anglo,Floyd,Sullivan
Anglo,Neil,Robinson
Anglo,Arthur,Howard
Anglo,Jaime,Brown
Anglo,Ted,Simmons
Anglo,Jerome,Lewis
Anglo,Dan,Morales
Anglo,Clayton,Moore
Anglo,Roy,Kelly
Anglo,Steven,Collins
Anglo,Greg,Andrews
Anglo,Lee,Lawrence
Anglo,Samuel,Hudson
Anglo,Kurt,Simmons
Anglo,Jon,Rice
Anglo,Nathaniel,Greene
Anglo,Walter,Elliott
Anglo,Tom,Hudson
Anglo,Leslie,Lewis
Anglo,Dan,Williams
Anglo,Christopher,White
Anglo,Herman,Lane
Anglo,Shane,Bradley
Anglo,Roland,Bennett
Anglo,Shawn,Dunn
Anglo,Ricardo,Powell
Anglo,Alexander,Reyes
Anglo,Juan,Brooks
Anglo,Randy,Carter
Anglo,Billy,Freeman
Anglo,Richard,Rodriguez
Anglo,Ernest,Adams
Anglo,Shawn,Watson
Anglo,Alan,Griffin
Anglo,Gary,Cooper
Anglo,Clinton,Schmidt
Anglo,Ramon,Sanders
Anglo,Dave,Hayes
Anglo,Joe,Chapman
Anglo,George,Carr
Anglo,David,Ortiz
Anglo,Bob,Carr
Anglo,Leo,Henderson
Anglo,Dwayne,Hudson
Anglo,Marcus,Peters
Anglo,Patrick,Torres
Anglo,Roy,Ford
Anglo,Sidney,Matthews
Anglo,Kenneth,Miller
Anglo,Louis,Lopez
Anglo,Luis,Gordon
Anglo,Glenn,Cox
Anglo,Ian,Carpenter
Anglo,Vincent,Greene
Anglo,Vernon,Ellis
Anglo,Ian,Bell
Anglo,Julio,Lawrence
Anglo,Kurt,Wagner
Anglo,Alfred,Perez
Anglo,Cory,Rivera
Anglo,Jessie,Gutierrez
Anglo,Don,Harper
Anglo,Joel,Ryan
Anglo,Alberto,Gray
Anglo,Wayne,Young
Anglo,Danny,Nichols
Anglo,Jeffrey,Matthews
Anglo,Willard,Reed
Anglo,Mike,Wilson
Anglo,Clinton,White
Anglo,Danny,Richardson
Anglo,Arnold,Elliott
Anglo,Aaron,Carr
Anglo,Jeffery,Butler
Anglo,Cory,Johnson
Anglo,Leo,Andrews
Anglo,Cody,Martin
Anglo,Jordan,Hall
Anglo,Maurice,Campbell
Anglo,Mario,Sullivan
Anglo,Andre,Stewart
Anglo,Danny,Butler
Anglo,Nathan,Jones
Anglo,Milton,Wagner
Anglo,Leslie,Boyd
Anglo,Sean,Turner
Anglo,Tom,Parker
Anglo,Felix,Morales
Anglo,Kelly,Simmons
Anglo,Travis,Garcia
Anglo,Lonnie,Franklin
Anglo,Arnold,Kennedy
Anglo,Vincent,Coleman
Anglo,Harold,Wilson
Anglo,Brent,Sullivan
Anglo,Marcus,Bradley
Anglo,Gordon,Berry
Anglo,Gerald,Jones
Anglo,Herman,Jones
Anglo,Clifford,Coleman
Anglo,Dean,Pierce
Anglo,Jerry,Ortiz
Anglo,Samuel,Kelly
Anglo,Oscar,Murray
Anglo,Brent,Holmes
Anglo,Francisco,Nelson
Anglo,Angel,Chapman
Anglo,Louis,Morales
Anglo,Louis,Morris
Anglo,Hector,Wood
Anglo,Martin,Griffin
